ensembl_id,gene_symbol,entrez_id,refseq_id
ENSG00000035403,VCL,7414,NM_003373.4
ENSG00000035499,DEPDC1B,55789,NM_001145208.2
ENSG00000035664,DAPK2,23604,NM_001363730.2
ENSG00000035681,NSMAF,8439,NM_001144772.1
ENSG00000035687,ADSS,159,NM_001126.5
ENSG00000035720,STAP1,26228,NM_001317769.2
ENSG00000035862,TIMP2,7077,NM_003255.5
ENSG00000035928,RFC1,5981,NM_001204747.2
ENSG00000036054,TBC1D23,55773,NM_001199198.3
ENSG00000036257,CUL3,8452,NM_001257197.2
ENSG00000036448,MYOM2,9172,NM_003970.4
ENSG00000036473,OTC,5009,NM_000531.6
ENSG00000036530,CYP46A1,10858,NM_006668.2
ENSG00000036549,ZZZ3,26009,NM_001308237.2
ENSG00000036565,SLC18A1,6570,NM_001135691.3
ENSG00000036672,USP2,9099,NM_001243759.2
ENSG00000036828,CASR,846,NM_000388.4
ENSG00000037042,TUBG2,27175,NM_001320509.2
ENSG00000037241,RPL26L1,51121,NM_001317980.2
ENSG00000037280,FLT4,2324,NM_001354989.2
ENSG00000037474,NSUN2,54888,NM_001193455.2
ENSG00000037637,FBXO42,54455,NM_018994.3
ENSG00000037749,MFAP3,4238,NM_001135037.2
ENSG00000037757,MRI1,84245,NM_001031727.4
ENSG00000037897,METTL1,4234,NM_005371.6
ENSG00000037965,HOXC8,3224,NM_022658.4
ENSG00000038002,AGA,175,NM_000027.4
ENSG00000038210,PI4K2B,55300,NM_018323.4
ENSG00000038219,BOD1L1,259282,NM_148894.3
ENSG00000038274,MAT2B,27430,NM_013283.5
ENSG00000038295,TLL1,7092,NM_001204760.2
ENSG00000038358,EDC4,23644,NM_001427345.1
ENSG00000038382,TRIO,7204,NM_007118.4
ENSG00000038427,VCAN,1462,NM_001126336.3
ENSG00000038532,CLEC16A,23274,NM_001243403.2
ENSG00000038945,MSR1,4481,NM_001363744.1
ENSG00000039068,CDH1,999,NM_001317184.2
ENSG00000039123,SKIV2L2,23517,NM_015360.5
ENSG00000039139,DNAH5,1767,NM_001369.3
ENSG00000039319,ZFYVE16,9765,NM_001105251.4
ENSG00000039523,FAM65A,79567,NM_001193522.2
ENSG00000039537,C6,729,NM_000065.5
ENSG00000039560,RAI14,26064,NM_001145520.1
ENSG00000039600,SOX30,11063,NM_001308165.2
ENSG00000039650,PNKP,11284,NM_007254.4
ENSG00000039987,BEST2,54831,NM_017682.3
ENSG00000040199,PHLPP2,23035,NM_001289003.1
ENSG00000040275,SPDL1,54908,NM_001329639.2
ENSG00000040341,STAU2,27067,NM_001164380.2
ENSG00000040487,PQLC2,54896,NM_001040125.2
ENSG00000040531,CTNS,1497,NM_001031681.3
ENSG00000040608,RTN4R,65078,NM_023004.6
ENSG00000040633,PHF23,79142,NM_001284517.2
ENSG00000040731,CDH10,1008,NM_001190450.1
ENSG00000040933,INPP4A,3631,NM_001134224.2
ENSG00000041353,RAB27B,5874,NM_001375327.1
ENSG00000041357,PSMA4,5685,NM_001102667.2
ENSG00000041515,MYO16,23026,NM_001198950.3
ENSG00000041802,LSG1,55341,NM_018385.3
ENSG00000041880,PARP3,10039,NM_001003931.4
ENSG00000041982,TNC,3371,NM_001410991.1
ENSG00000041988,THAP3,90326,NM_001195752.2
ENSG00000042062,FAM65C,140876,NM_001290268.2
ENSG00000042088,TDP1,55775,NM_001008744.2
ENSG00000042286,AIFM2,84883,NM_001198696.2
ENSG00000042304,C2orf83,nan,nan
ENSG00000042317,SPATA7,55812,NM_001040428.4
ENSG00000042429,MED17,9440,NM_004268.5
ENSG00000042445,RETSAT,54884,NM_017750.4
ENSG00000042493,CAPG,822,NM_001256139.2
ENSG00000042753,AP2S1,1175,NM_001301076.3
ENSG00000042781,USH2A,7399,NM_007123.6
ENSG00000042813,ZPBP,11055,NM_001159878.2
ENSG00000042832,TG,7038,NM_003235.5
ENSG00000042980,ADAM28,10863,NM_001304351.2
ENSG00000043039,BARX2,8538,NM_003658.5
ENSG00000043093,DCUN1D1,54165,NM_001308101.2
ENSG00000043143,PHF15,23338,NM_001289984.2
ENSG00000043355,ZIC2,7546,NM_007129.5
ENSG00000043462,LCP2,3937,NM_005565.5
ENSG00000043514,TRIT1,54802,NM_001312691.1
ENSG00000043591,ADRB1,153,NM_000684.3
ENSG00000044012,GUCA2B,2981,NM_007102.3
ENSG00000044090,CUL7,9820,NM_001168370.2
ENSG00000044115,CTNNA1,1495,NM_001290307.3
ENSG00000044446,PHKA2,5256,NM_000292.3
ENSG00000044459,CNTLN,54875,NM_001114395.3
ENSG00000044524,EPHA3,2042,NM_001410778.1
ENSG00000044574,HSPA5,3309,NM_005347.5
ENSG00000046604,DSG2,1829,NM_001943.5
ENSG00000046647,GEMIN8,54960,NM_001042479.2
ENSG00000046651,OFD1,8481,NM_001330209.2
ENSG00000046653,GPM6B,2824,NM_001001994.3
ENSG00000046774,MAGEC2,51438,NM_016249.4
ENSG00000046889,PREX2,80243,NM_024870.4
ENSG00000047056,WDR37,22884,NM_014023.4
ENSG00000047188,YTHDC2,64848,NM_001345975.2
ENSG00000047230,CTPS2,56474,NM_001144002.2
ENSG00000047249,ATP6V1H,51606,NM_015941.4
ENSG00000047315,POLR2B,5431,NM_000938.3
ENSG00000047346,FAM214A,56204,NM_001286495.2
ENSG00000047365,ARAP2,116984,NM_015230.4
ENSG00000047410,TPR,7175,NM_003292.3
ENSG00000047457,CP,1356,NM_000096.4
ENSG00000047578,KIAA0556,23247,NM_015202.5
ENSG00000047579,DTNBP1,84062,NM_001271667.2
ENSG00000047597,XK,7504,NM_021083.4
ENSG00000047617,ANO2,57101,NM_001278596.3
ENSG00000047621,C12orf4,57102,NM_001304811.2
ENSG00000047634,SCML1,6322,NM_001037535.3
ENSG00000047644,WWC3,55841,NM_015691.5
ENSG00000047648,ARHGAP6,395,NM_001174.3
ENSG00000047662,FAM184B,27146,NM_015688.2
ENSG00000047849,MAP4,4134,NM_001134364.2
ENSG00000047932,GOPC,57120,NM_001017408.3
ENSG00000047936,ROS1,6098,NM_001378891.1
ENSG00000048028,USP28,57646,NM_001301029.2
ENSG00000048052,HDAC9,9734,NM_001204144.3
ENSG00000048140,TSPAN17,26262,NM_001006616.3
ENSG00000048162,NOP16,51491,NM_001256539.4
ENSG00000048342,CC2D2A,57545,NM_001080522.2
ENSG00000048392,RRM2B,50484,NM_001172477.1
ENSG00000048405,ZNF800,168850,NM_001438587.1
ENSG00000048462,TNFRSF17,608,NM_001192.3
ENSG00000048471,SNX29,92017,NM_001009607.1
ENSG00000048540,LMO3,55885,NM_001001395.2
ENSG00000048544,MRPS10,55173,NM_001436638.1
ENSG00000048545,GUCA1A,2978,NM_001384910.1
ENSG00000048649,RSF1,51773,NM_016578.4
ENSG00000048707,VPS13D,55187,NM_015378.4
ENSG00000048740,CELF2,10659,NM_001025076.2
ENSG00000048828,FAM120A,23196,NM_001286722.2
ENSG00000048991,R3HDM1,23518,NM_001282798.2
ENSG00000049089,COL9A2,1298,NM_001852.4
ENSG00000049130,KITLG,4254,NM_000899.5
ENSG00000049167,ERCC8,1161,NM_000082.4
ENSG00000049192,ADAMTS6,11174,NM_014273.2
ENSG00000049239,H6PD,9563,NM_001282587.2
ENSG00000049245,VAMP3,9341,NM_004781.4
ENSG00000049246,PER3,8863,NM_001289861.2
ENSG00000049247,UTS2,10911,NM_006786.4
ENSG00000049249,TNFRSF9,3604,NM_001561.6
ENSG00000049283,EPN3,55040,NM_017957.3
ENSG00000049319,SRD5A2,nan,nan
ENSG00000049323,LTBP1,4052,NM_000627.4
ENSG00000049449,RCN1,5954,NM_002901.4
ENSG00000049540,ELN,2006,NM_000501.4
ENSG00000049541,RFC2,5982,NM_001278791.2
ENSG00000049618,ARID1B,57492,NM_001363725.2
ENSG00000049656,CLPTM1L,81037,NM_030782.5
ENSG00000049759,NEDD4L,23327,NM_001144964.1
ENSG00000049768,FOXP3,50943,NM_001114377.2
ENSG00000049769,PPP1R3F,89801,NM_001184745.2
ENSG00000049860,HEXB,3074,NM_000521.4
ENSG00000049883,PTCD2,79810,NM_001284403.2
ENSG00000050030,KIAA2022,340533,NM_001008537.3
ENSG00000050130,JKAMP,51528,NM_001098625.3
ENSG00000050165,DKK3,27122,NM_001018057.2
ENSG00000050327,ARHGEF5,7984,NM_001002861.1
ENSG00000050344,NFE2L3,9603,NM_004289.7
ENSG00000050393,MCUR1,63933,NM_001031713.4
ENSG00000050405,LIMA1,51474,NM_001113546.2
ENSG00000050426,LETMD1,25875,NM_001024668.1
ENSG00000050438,SLC4A8,9498,NM_001039960.3
ENSG00000050555,LAMC3,10319,NM_006059.4
ENSG00000050628,PTGER3,5733,NM_000957.2
ENSG00000050730,TNIP3,79931,NM_001128843.2
ENSG00000050748,MAPK9,5601,NM_001135044.2
ENSG00000050767,COL23A1,91522,NM_173465.4
ENSG00000050820,BCAR1,9564,NM_001170714.3
ENSG00000051009,FAM160A2,84067,NM_001098794.2
ENSG00000051108,HERPUD1,9709,NM_001010989.3
ENSG00000051128,HOMER3,9454,NM_001145721.1
ENSG00000051180,RAD51,5888,NM_001164269.2
ENSG00000051341,POLQ,10721,NM_006596.3
ENSG00000051382,PIK3CB,5291,NM_001256045.2
ENSG00000051523,CYBA,1535,NM_000101.4
ENSG00000051596,THOC3,84321,NM_001376902.1
ENSG00000051620,HEBP2,23593,NM_001326380.2
ENSG00000051825,MPHOSPH9,10198,NM_022782.4
ENSG00000052126,PLEKHA5,54477,NM_001143821.3
ENSG00000052344,PRSS8,5652,NM_002773.5
ENSG00000052723,SIKE1,80143,NM_001102396.2
ENSG00000052749,RRP12,23223,NM_001145114.1
ENSG00000052795,FNIP2,57600,NM_001323916.2
ENSG00000052802,MSMO1,6307,NM_001017369.3
ENSG00000052841,TTC17,55761,NM_001307943.2
ENSG00000052850,ALX4,60529,NM_021926.4
ENSG00000053108,FSTL4,23105,NM_015082.2
ENSG00000053254,FOXN3,1112,NM_001085471.2
ENSG00000053328,METTL24,728464,NM_001123364.3
ENSG00000053371,AKR7A2,8574,NM_001320979.1
ENSG00000053372,MRTO4,51154,NM_016183.4
ENSG00000053438,NNAT,4826,NM_001322802.2
ENSG00000053501,USE1,55850,NM_018467.4
ENSG00000053524,MCF2L2,23101,NM_015078.4
ENSG00000053702,NRIP2,83714,NM_031474.3
ENSG00000053747,LAMA3,3909,NM_000227.6
ENSG00000053770,AP5M1,55745,NM_018229.4
ENSG00000053900,ANAPC4,29945,NM_001286756.2
ENSG00000053918,KCNQ1,3784,NM_000218.3
ENSG00000054116,TRAPPC3,27095,NM_001270894.2
ENSG00000054118,THRAP3,9967,NM_001321471.2
ENSG00000054148,PHPT1,29085,NM_001135860.1
ENSG00000054179,ENTPD2,954,NM_001246.4
ENSG00000054219,LY75,4065,NM_002349.4
ENSG00000054267,ARID4B,51742,NM_001206794.2
ENSG00000054277,OPN3,23596,NM_001030011.1
ENSG00000054282,SDCCAG8,10806,NM_001350246.2
ENSG00000054356,PTPRN,5798,NM_001199763.2
ENSG00000054392,HHAT,55733,NM_001122834.4
ENSG00000054523,KIF1B,23095,NM_001365951.3
ENSG00000054598,FOXC1,2296,NM_001453.3
ENSG00000054611,TBC1D22A,25771,NM_001284303.2
ENSG00000054654,SYNE2,23224,NM_015180.6
ENSG00000054690,PLEKHH1,57475,NM_020715.3
ENSG00000054793,ATP9A,10079,NM_006045.3
ENSG00000054796,SPO11,23626,NM_012444.3
ENSG00000054803,CBLN4,140689,NM_080617.6
ENSG00000054938,CHRDL2,25884,NM_001278473.3
ENSG00000054965,FAM168A,23201,NM_001286050.2
ENSG00000054967,RELT,84957,NM_001425248.1
ENSG00000054983,GALC,2581,NM_000153.4
ENSG00000055044,NOP58,51602,NM_015934.5
ENSG00000055070,SZRD1,26099,NM_001114600.3
ENSG00000055118,KCNH2,3757,NM_000238.4
ENSG00000055130,CUL1,8454,NM_001370660.1
ENSG00000055147,FAM114A2,10827,NM_001317993.2
ENSG00000055163,CYFIP2,26999,NM_001037332.2
ENSG00000055208,TAB2,23118,NM_001292034.3
ENSG00000055211,GINM1,116254,NM_138785.5
ENSG00000055332,EIF2AK2,5610,NM_001135651.3
ENSG00000055483,USP36,57602,NM_001321291.2
ENSG00000055609,KMT2C,58508,NM_021230.2
ENSG00000055732,MCOLN3,55283,NM_001253693.2
ENSG00000055813,CCDC85A,114800,NM_001080433.2
ENSG00000055917,PUM2,23369,NM_001282752.3
ENSG00000055950,MRPL43,84545,NM_001308396.2
ENSG00000055955,ITIH4,3700,NM_001166449.2
ENSG00000055957,ITIH1,3697,NM_001166434.3
ENSG00000056050,C4orf27,54969,NM_017867.3
ENSG00000056097,ZFR,51663,NM_016107.5
ENSG00000056277,ZNF280C,55609,NM_017666.5
ENSG00000056291,NPFFR2,10886,NM_001144756.2
ENSG00000056487,PHF21B,112885,NM_001135862.3
ENSG00000056558,TRAF1,7185,NM_001190945.2
ENSG00000056586,RC3H2,54542,NM_001100588.3
ENSG00000056661,PCGF2,nan,nan
ENSG00000056678,KIFC1,3833,NM_002263.4
ENSG00000056736,IL17RB,55540,NM_018725.4
ENSG00000056972,TRAF3IP2,10758,NM_001164281.3
ENSG00000056998,GYG2,8908,NM_001079855.2
ENSG00000057019,DCBLD2,131566,NM_080927.4
ENSG00000057149,SERPINB3,6317,NM_006919.3
ENSG00000057252,SOAT1,6646,NM_001252511.2
ENSG00000057294,PKP2,5318,NM_001005242.3
ENSG00000057468,MSH4,4438,NM_002440.4
ENSG00000057593,F7,2155,NM_000131.4
ENSG00000057608,GDI2,2665,NM_001115156.2
ENSG00000057657,PRDM1,639,NM_001198.4
ENSG00000057663,ATG5,9474,NM_001286106.2
ENSG00000057704,TMCC3,57458,NM_001301036.2
ENSG00000057757,PITHD1,57095,NM_020362.5
ENSG00000057935,MTA3,57504,NM_001282755.2
ENSG00000058056,USP13,8975,NM_003940.3
ENSG00000058063,ATP11B,23200,NM_014616.3
ENSG00000058085,LAMC2,3918,NM_005562.3
ENSG00000058091,CDK14,5218,NM_001287135.2
ENSG00000058262,SEC61A1,29927,NM_001400328.1
ENSG00000058272,PPP1R12A,4659,NM_001143885.2
ENSG00000058335,RASGRF1,5923,NM_001145648.3
ENSG00000058404,CAMK2B,816,NM_001220.5
ENSG00000058453,CROCC,9696,NM_014675.5
ENSG00000058600,POLR3E,55718,NM_001258033.2
ENSG00000058668,ATP2B4,493,NM_001001396.3
ENSG00000058673,ZC3H11A,9877,NM_001319238.2
ENSG00000058729,RIOK2,55781,NM_001159749.2
ENSG00000058799,YIPF1,54432,NM_018982.5
ENSG00000058804,NDC1,55706,NM_001168551.2
ENSG00000058866,DGKG,1608,NM_001080744.2
ENSG00000059122,FLYWCH1,84256,NM_001308068.2
ENSG00000059145,UNKL,64718,NM_001037125.4
ENSG00000059377,TBXAS1,6916,NM_001061.7
ENSG00000059378,PARP12,64761,NM_022750.4
ENSG00000059573,ALDH18A1,5832,NM_001017423.2
ENSG00000059588,TARBP1,6894,NM_005646.4
ENSG00000059691,PET112,5188,NM_001363341.2
ENSG00000059728,MXD1,4084,NM_001202513.2
ENSG00000059758,CDK17,5128,NM_001170464.4
ENSG00000059769,DNAJC25,548645,NM_001015882.3
ENSG00000059804,SLC2A3,6515,NM_006931.3
ENSG00000059915,PSD,5662,NM_001270965.2
ENSG00000060069,CTDP1,9150,NM_001202504.1
ENSG00000060138,YBX3,8531,NM_001145426.2
ENSG00000060140,STYK1,55359,NM_018423.3
ENSG00000060237,WNK1,65125,NM_001184985.2
ENSG00000060303,RPS17P5,442216,NM_001013733.1
ENSG00000060339,CCAR1,55749,NM_001282959.2
ENSG00000060491,OGFR,11054,NM_007346.4
ENSG00000060558,GNA15,2769,NM_002068.4
ENSG00000060566,CREB3L3,84699,NM_001271995.2
ENSG00000060642,PIGV,55650,NM_001202554.2
ENSG00000060656,PTPRU,10076,NM_001195001.2
ENSG00000060688,SNRNP40,9410,NM_004814.3
ENSG00000060709,RIMBP2,23504,NM_001351226.2
ENSG00000060718,COL11A1,1301,NM_001190709.2
ENSG00000060749,QSER1,79832,NM_001076786.3
ENSG00000060762,MPC1,51660,NM_001270879.2
ENSG00000060971,ACAA1,30,NM_001130410.2
ENSG00000060982,BCAT1,586,NM_001178091.2
ENSG00000061273,HDAC7,51564,NM_001098416.4
ENSG00000061337,LZTS1,11178,NM_001362884.2
ENSG00000061455,PRDM6,93166,NM_001136239.4
ENSG00000061492,WNT8A,7478,NM_001300938.2
ENSG00000061656,SPAG4,6676,NM_001317931.1
ENSG00000061676,NCKAP1,10787,NM_001437266.1
ENSG00000061794,MRPS35,60488,NM_001190864.2
ENSG00000061918,GUCY1B3,2983,NM_000857.5
ENSG00000061936,SFSWAP,6433,NM_001261411.2
ENSG00000061938,TNK2,10188,NM_001010938.2
ENSG00000061987,MON2,23041,NM_001278469.3
ENSG00000062038,CDH3,1001,NM_001317195.3
ENSG00000062096,ARSF,416,NM_001201538.2
ENSG00000062194,GPBP1,65056,NM_001127235.2
ENSG00000062282,DGAT2,84649,NM_001253891.2
ENSG00000062370,ZNF112,7771,NM_001083335.2
ENSG00000062485,CS,1431,NM_004077.3
ENSG00000062524,LTK,4058,NM_001135685.2
ENSG00000062582,MRPS24,64951,NM_032014.3
ENSG00000062598,ELMO2,63916,NM_001318253.2
ENSG00000062650,WAPAL,23063,NM_001318328.2
ENSG00000062716,VMP1,81671,NM_001329394.2
ENSG00000062725,APPBP2,10513,NM_001282476.2
ENSG00000062822,POLD1,5424,NM_001256849.1
ENSG00000063015,SEZ6,124925,NM_001098635.2
ENSG00000063046,EIF4B,1975,NM_001300821.3
ENSG00000063127,SLC6A16,28968,NM_014037.3
ENSG00000063169,GLTSCR1,29998,NM_001394372.1
ENSG00000063176,SPHK2,56848,NM_001204158.3
ENSG00000063177,RPL18,6141,NM_000979.4
ENSG00000063180,CA11,770,NM_001217.5
ENSG00000063241,ISOC2,79763,NM_001136201.2
ENSG00000063244,U2AF2,11338,NM_001012478.2
ENSG00000063245,EPN1,29924,NM_001130071.2
ENSG00000063322,MED29,55588,NM_001317770.3
ENSG00000063438,AHRR,57491,NM_001242412.1
ENSG00000063515,GSC2,2928,NM_005315.2
ENSG00000063587,ZNF275,10838,NM_001080485.4
ENSG00000063601,MTMR1,8776,NM_001306144.3
ENSG00000063660,GPC1,2817,NM_002081.3
ENSG00000063761,ADCK1,57143,NM_001142545.2
ENSG00000063854,HAGH,3029,NM_001040427.2
ENSG00000063978,RNF4,6047,NM_001185009.3
ENSG00000064012,CASP8,841,NM_001080124.2
ENSG00000064042,LIMCH1,22998,NM_001112717.4
ENSG00000064102,ASUN,55726,NM_018164.3
ENSG00000064115,TM7SF3,51768,NM_016551.3
ENSG00000064195,DLX3,1747,NM_005220.3
ENSG00000064199,SPA17,53340,NM_017425.4
ENSG00000064201,TSPAN32,10077,NM_005705.4
ENSG00000064205,WISP2,8839,NM_001323369.2
ENSG00000064218,DMRT3,58524,NM_021240.4
ENSG00000064225,ST3GAL6,10402,NM_001271142.2
ENSG00000064270,ATP2C2,9914,NM_001286527.3
ENSG00000064300,NGFR,4804,NM_002507.4
ENSG00000064309,CDON,50937,NM_001243597.2
ENSG00000064313,TAF2,6873,NM_001437338.1
ENSG00000064393,HIPK2,28996,NM_001113239.3
ENSG00000064419,TNPO3,23534,NM_001191028.3
ENSG00000064489,MEF2BNB-MEF2B,nan,nan
ENSG00000064490,RFXANK,8625,NM_001278727.2
ENSG00000064545,TMEM161A,54929,NM_001256766.3
ENSG00000064547,LPAR2,9170,NM_001395660.1
ENSG00000064601,CTSA,5476,NM_000308.4
ENSG00000064607,SUGP2,10147,NM_001017392.5
ENSG00000064651,SLC12A2,6558,NM_001046.3
ENSG00000064652,SNX24,28966,NM_014035.4
ENSG00000064655,EYA2,2139,NM_005244.5
ENSG00000064666,CNN2,1265,NM_001303499.2
ENSG00000064687,ABCA7,10347,NM_019112.4
ENSG00000064692,SNCAIP,9627,NM_001242935.3
ENSG00000064703,DDX20,11218,NM_007204.5
ENSG00000064726,BTBD1,53339,NM_001011885.2
ENSG00000064763,FAR2,55711,NM_001271783.2
ENSG00000064787,BCAS1,8537,NM_001316361.3
ENSG00000064835,POU1F1,5449,NM_000306.4
ENSG00000064886,CHI3L2,1117,NM_001025197.1
ENSG00000064932,SBNO2,22904,NM_001100122.2
ENSG00000064933,PMS1,5378,NM_000534.5
ENSG00000064961,HMG20B,10362,NM_006339.3
ENSG00000064989,CALCRL,10203,NM_001271751.2
ENSG00000064995,TAF11,6882,NM_001270488.1
ENSG00000064999,ANKS1A,23294,NM_015245.3
ENSG00000065000,AP3D1,8943,NM_001077523.1
ENSG00000065029,ZNF76,7629,NM_001292032.2
ENSG00000065054,SLC9A3R2,9351,NM_001130012.3
ENSG00000065057,NTHL1,4913,NM_001318193.2
ENSG00000065060,UHRF1BP1,54887,NM_017754.4
ENSG00000065135,GNAI3,2773,NM_006496.4
ENSG00000065150,IPO5,3843,NM_002271.6
ENSG00000065154,OAT,4942,NM_000274.4
ENSG00000065183,WDR3,10885,NM_006784.3
ENSG00000065243,PKN2,5586,NM_001320707.2
ENSG00000065268,WDR18,57418,NM_001372085.1
ENSG00000065308,TRAM2,9697,NM_012288.4
ENSG00000065320,NTN1,9423,NM_004822.3
ENSG00000065325,GLP2R,9340,NM_004246.3
ENSG00000065328,MCM10,55388,NM_018518.5
ENSG00000065357,DGKA,1606,NM_001345.5
ENSG00000065361,ERBB3,2065,NM_001005915.1
ENSG00000065371,ROPN1,54763,NM_001317774.2
ENSG00000065413,ANKRD44,91526,NM_001195144.2
ENSG00000065427,KARS,3735,NM_001130089.2
ENSG00000065457,ADAT1,23536,NM_001324444.2
ENSG00000065485,PDIA5,10954,NM_006810.4
ENSG00000065491,TBC1D22B,55633,NM_017772.4
ENSG00000065518,NDUFB4,4710,NM_001168331.2
ENSG00000065526,SPEN,23013,NM_015001.3
ENSG00000065534,MYLK,4638,NM_001321309.2
ENSG00000065548,ZC3H15,55854,NM_018471.3
ENSG00000065559,MAP2K4,6416,NM_001281435.2
ENSG00000065600,TMEM206,55248,NM_001198862.2
ENSG00000065609,SNAP91,9892,NM_001242792.2
ENSG00000065613,SLK,9748,NM_001304743.2
ENSG00000065615,CYB5R4,51167,NM_016230.4
ENSG00000065618,COL17A1,1308,NM_000494.4
ENSG00000065621,GSTO2,119391,NM_001191013.2
ENSG00000065665,SEC61A2,55176,NM_001142627.3
ENSG00000065675,PRKCQ,5588,NM_001242413.2
ENSG00000065717,TLE2,7089,NM_001144761.2
ENSG00000065802,ASB1,51665,NM_001040445.3
ENSG00000065809,FAM107B,83641,NM_001282695.2
ENSG00000065833,ME1,4199,NM_002395.6
ENSG00000065882,TBC1D1,23216,NM_001253912.2
ENSG00000065883,CDK13,8621,NM_003718.5
ENSG00000065911,MTHFD2,10797,NM_001410192.1
ENSG00000065923,SLC9A7,84679,NM_001257291.2
ENSG00000065970,FOXJ2,55810,NM_018416.3
ENSG00000065978,YBX1,4904,NM_004559.5
ENSG00000065989,PDE4A,5141,NM_001111307.2
ENSG00000066027,PPP2R5A,5525,NM_001199756.2
ENSG00000066032,CTNNA2,1496,NM_001164883.2
ENSG00000066044,ELAVL1,1994,NM_001419.3
ENSG00000066056,TIE1,7075,NM_001253357.2
ENSG00000066084,DIP2B,57609,NM_020849.2
ENSG00000066117,SMARCD1,6602,NM_003076.5
ENSG00000066135,KDM4A,9682,NM_014663.3
ENSG00000066136,NFYC,4802,NM_001142587.2
ENSG00000066185,ZMYND12,84217,NM_001146192.2
ENSG00000066230,SLC9A3,6550,NM_001284351.3
ENSG00000066248,NGEF,25791,NM_001114090.2
ENSG00000066279,ASPM,259266,NM_001206846.2
ENSG00000066294,CD84,8832,NM_001184879.2
ENSG00000066322,ELOVL1,64834,NM_001256399.2
ENSG00000066336,SPI1,6688,NM_001080547.2
ENSG00000066379,ZNRD1,30834,NM_001278785.2
ENSG00000066382,MPPED2,744,NM_001145399.3
ENSG00000066405,CLDN18,51208,NM_001002026.3
ENSG00000066422,ZBTB11,27107,NM_014415.4
ENSG00000066427,ATXN3,4287,NM_001024631.1
ENSG00000066455,GOLGA5,9950,NM_005113.4
ENSG00000066468,FGFR2,2263,NM_000141.5
ENSG00000066557,LRRC40,55631,NM_017768.5
ENSG00000066583,ISOC1,51015,NM_016048.2
ENSG00000066629,EML1,2009,NM_001008707.2
ENSG00000066651,TRMT11,60487,NM_001031712.3
ENSG00000066654,THUMPD1,55623,NM_001304550.2
ENSG00000066697,MSANTD3,91283,NM_001198805.2
ENSG00000066735,KIF26A,26153,NM_015656.2
ENSG00000066739,ATG2B,55102,NM_018036.7
ENSG00000066777,ARFGEF1,10565,NM_001413184.1
ENSG00000066813,ACSM2B,348158,NM_001105069.2
ENSG00000066827,ZFAT,57623,NM_001029939.4
ENSG00000066855,MTFR1,9650,NM_001145838.2
ENSG00000066923,STAG3,10734,NM_001282716.1
ENSG00000066926,FECH,2235,NM_000140.5
ENSG00000066933,MYO9A,4649,NM_006901.4
ENSG00000067048,DDX3Y,8653,NM_001122665.3
ENSG00000067057,PFKP,5214,NM_001242339.2
ENSG00000067064,IDI1,3422,NM_001317955.2
ENSG00000067066,SP100,6672,NM_001080391.2
ENSG00000067082,KLF6,1316,NM_001008490.1
ENSG00000067113,PPAP2A,8611,NM_003711.4
ENSG00000067141,NEO1,4756,NM_001172623.2
ENSG00000067167,TRAM1,23471,NM_001317804.2
ENSG00000067177,PHKA1,5255,NM_001122670.2
ENSG00000067182,TNFRSF1A,7132,NM_001065.4
ENSG00000067191,CACNB1,782,NM_000723.5
ENSG00000067208,EVI5,7813,NM_001308248.2
ENSG00000067221,STOML1,9399,NM_001256672.2
ENSG00000067225,PKM,5315,NM_001206796.3
ENSG00000067248,DHX29,54505,NM_001345964.2
ENSG00000067334,DNTTIP2,30836,NM_014597.5
ENSG00000067365,METTL22,79091,NM_024109.4
ENSG00000067369,TP53BP1,7158,NM_001141979.3
ENSG00000067445,TRO,7216,NM_001039705.3
ENSG00000067533,RRP15,51018,NM_016052.4
ENSG00000067560,RHOA,387,NM_001313941.2
ENSG00000067596,DHX8,1659,NM_001302623.3
ENSG00000067601,PMS2P4,nan,nan
ENSG00000067606,PRKCZ,5590,NM_001033581.3
ENSG00000067646,ZFY,7544,NM_001145275.2
ENSG00000067704,IARS2,55699,NM_018060.4
ENSG00000067715,SYT1,6857,NM_001135805.2
ENSG00000067798,NAV3,89795,NM_001024383.2
ENSG00000067829,IDH3G,3421,NM_004135.4
ENSG00000067836,ROGDI,79641,NM_024589.3
ENSG00000067840,PDZD4,57595,NM_001303512.2
ENSG00000067842,ATP2B3,492,NM_001001344.3
ENSG00000067900,ROCK1,6093,NM_005406.3
ENSG00000067955,CBFB,865,NM_001368707.1
ENSG00000067992,PDK3,5165,NM_001142386.3
ENSG00000068001,HYAL2,8692,NM_003773.5
ENSG00000068024,HDAC4,9759,NM_001378414.1
ENSG00000068028,RASSF1,11186,NM_001206957.2
ENSG00000068078,FGFR3,2261,NM_000142.5
ENSG00000068079,IFI35,3430,NM_001330230.2
ENSG00000068097,HEATR6,63897,NM_022070.5
ENSG00000068120,COASY,80347,NM_001042529.3
ENSG00000068137,PLEKHH3,79990,NM_001411112.1
ENSG00000068305,MEF2A,4205,NM_001130926.5
ENSG00000068308,OTUD5,55593,NM_001136157.2
ENSG00000068323,TFE3,7030,NM_001282142.2
ENSG00000068354,TBC1D25,4943,NM_001006113.1
ENSG00000068366,ACSL4,2182,NM_001318509.2
ENSG00000068383,INPP5A,3632,NM_001321042.2
ENSG00000068394,GPKOW,27238,NM_015698.6
ENSG00000068400,GRIPAP1,56850,NM_020137.5
ENSG00000068438,FTSJ1,24140,NM_001282157.1
